Unnamed: 0,time_ago,titles,subtitles,location,images,Links,Article_Content
17,3 days ago,AI chip giant Nvidia shares fall despite record sales,The California-based technology giant has been one of the biggest beneficiaries of the AI boom.,Cumbria,https://ichef.bbci.co.uk/news/480/cpsprodpb/9f33/live/5f9e97a0-659b-11ef-99ae-29134c8b0f37.jpg.webp,https://www.bbc.com/news/articles/c984jrj24wyo,"Shares in Nvidia have fallen despite the artificial intelligence (AI) chip giant comfortably beating expectations after more than doubling its sales.Nvidia announced record revenues of $30bn (£24.7bn) over a three-month period. The company has been one of the biggest beneficiaries of the AI boom, with its stock market value soaring to more than $3 trillion.But while analysts have grown used to Nvidia producing ""spectacular"" sales growth, the latest results indicate ""that rate of growth was starting to slow,"" said Simon French, head of research at Panmure Liberum.Analysts had forecast sales growth of $28.7bn for the three months to 28 July.Nvidia surpassed this with revenues increasing by 122% compared to the same period last year. But following the release of the results, Nvidia's share price fell by 6% in after-hours trading in New York on Wednesday. On Thursday, its shares were down about 2% in early trading, but its stock remains about 150% up so far in 2024, making it one of the big winners in the US market.""It’s less about just beating estimates now,"" said Matt Britzman, senior equity analyst at Hargreaves Lansdown. ""Markets expect them to be shattered and it’s the scale of the beat today that looks to have disappointed a touch."" Announcing the latest results, Nvidia chief executive Jensen Huang said: ""Generative AI will revolutionise every industry.""But Mr French told the BBC: ""If you’re going to raise expectations that high then you’ve got to keep growing at spectacular rates.""He added that while its current AI chip - called Hopper - is selling well, the next generation Blackwell chip ""has faced some production delays and that perhaps is one of the reasons why Wall Street after hours sold off the stock"".Nvidia's results have become a quarterly event which sends Wall Street into a frenzy of buying and selling shares.A ""watch party"" had been planned in Manhattan, according to the Wall Street Journal, while Mr Huang, famed for his signature leather jacket, has been dubbed the ""Taylor Swift of tech"".Alvin Nguyen, senior analyst at Forrester, told the BBC both Nvidia and Mr Huang have become the ""face of AI"".This has helped the company so far, but it could also hurt its valuation if AI fails to deliver after firms have invested billions of dollars in the technology, Mr Nguyen said.""A thousand use cases for AI is not enough. You need a million.""Mr Nguyen also said Nvidia's first-mover advantage means it has market-leading products, which its customers have spent decades using and has a ""software ecosystem"".He said that rivals, such as Intel, could ""chip away"" at Nvidia's market share if they developed a better product, though he said this would take time."
18,3 days ago,AI chip giant Nvidia shares fall despite record sales,The California-based technology giant has been one of the biggest beneficiaries of the AI boom.,Technology,https://ichef.bbci.co.uk/news/480/cpsprodpb/9f33/live/5f9e97a0-659b-11ef-99ae-29134c8b0f37.jpg.webp,https://www.bbc.com/news/articles/c984jrj24wyo,"Shares in Nvidia have fallen despite the artificial intelligence (AI) chip giant comfortably beating expectations after more than doubling its sales.Nvidia announced record revenues of $30bn (£24.7bn) over a three-month period. The company has been one of the biggest beneficiaries of the AI boom, with its stock market value soaring to more than $3 trillion.But while analysts have grown used to Nvidia producing ""spectacular"" sales growth, the latest results indicate ""that rate of growth was starting to slow,"" said Simon French, head of research at Panmure Liberum.Analysts had forecast sales growth of $28.7bn for the three months to 28 July.Nvidia surpassed this with revenues increasing by 122% compared to the same period last year. But following the release of the results, Nvidia's share price fell by 6% in after-hours trading in New York on Wednesday. On Thursday, its shares were down about 2% in early trading, but its stock remains about 150% up so far in 2024, making it one of the big winners in the US market.""It’s less about just beating estimates now,"" said Matt Britzman, senior equity analyst at Hargreaves Lansdown. ""Markets expect them to be shattered and it’s the scale of the beat today that looks to have disappointed a touch."" Announcing the latest results, Nvidia chief executive Jensen Huang said: ""Generative AI will revolutionise every industry.""But Mr French told the BBC: ""If you’re going to raise expectations that high then you’ve got to keep growing at spectacular rates.""He added that while its current AI chip - called Hopper - is selling well, the next generation Blackwell chip ""has faced some production delays and that perhaps is one of the reasons why Wall Street after hours sold off the stock"".Nvidia's results have become a quarterly event which sends Wall Street into a frenzy of buying and selling shares.A ""watch party"" had been planned in Manhattan, according to the Wall Street Journal, while Mr Huang, famed for his signature leather jacket, has been dubbed the ""Taylor Swift of tech"".Alvin Nguyen, senior analyst at Forrester, told the BBC both Nvidia and Mr Huang have become the ""face of AI"".This has helped the company so far, but it could also hurt its valuation if AI fails to deliver after firms have invested billions of dollars in the technology, Mr Nguyen said.""A thousand use cases for AI is not enough. You need a million.""Mr Nguyen also said Nvidia's first-mover advantage means it has market-leading products, which its customers have spent decades using and has a ""software ecosystem"".He said that rivals, such as Intel, could ""chip away"" at Nvidia's market share if they developed a better product, though he said this would take time."
19,22-Aug-24,Town's Innovation Centre plans approved,Preparatory work for the four-storey building is under way and it is due to open by early 2026.,Business,https://ichef.bbci.co.uk/news/480/cpsprodpb/1471/live/da7b6250-6064-11ef-b970-9f202720b57a.png.webp,https://www.bbc.com/news/articles/cp3de31wr06o,"A planning application for a new business hub has been approved.Cumberland Council formally agreed to the Workington Innovation Centre project, which would see ""purpose-built accommodation"" for sectors including digital technology.Preparatory work on the four-storey development, to be located on part of the Central Car Park in the town centre, began in July.It has been funded through the £23.1m Workington Town Deal, approved by the Conservative government, which includes a new sports village and improvements to  the port.The Labour-led local authority said construction on the Innovation Centre would  start in the autumn, with the building expected to open in early 2026. It will primarily facilitate digital technology and advanced manufacturing businesses, the council said.There will be private and informal meeting rooms, conference spaces, and catering facilities for those using the building as well as events, the council said.John Coughlan, chairman of the Workington Town Deal Board, said: ""We know there is a lack of accommodation for those companies which are just starting out, or who want to kick start their growth, in west Cumbria, and grade A office space is virtually non-existent.""The Innovation Centre will provide the foundations for new brilliance in Cumberland, and the facilities to make it happen.""Further development is taking place nearby, including a £19m Community Diagnostic Centre offering MRI, CT and ultrasound scans, which officials said would reduce waiting times.Follow BBC Cumbria on X (formerly Twitter), Facebook and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk"
20,23-Aug-24,Tributes paid to 'UK's greatest tech entrepreneur',"A leading figure in the UK tech scene, Mike Lynch died shortly after winning a legal battle in the US.",Wear,https://ichef.bbci.co.uk/news/480/cpsprodpb/31d9/live/3f7c44f0-609f-11ef-b970-9f202720b57a.jpg.webp,https://www.bbc.com/news/articles/cdxl5kpvrg9o,"Friends and colleagues of Mike Lynch have paid tribute to ""the UK's greatest tech entrepreneur"" after he was confirmed to have died when a luxury yacht sank off the coast of Sicily.The British businessman, 59, was killed, along with his daughter Hannah, 18, and five other people when the boat foundered in stormy weather early on Monday.Their bodies were recovered following a search by divers spanning several days, with Hannah's the last to be brought ashore, on Friday.Mr Lynch was a prominent figure in the UK tech industry, where his backing of successful companies led to him being dubbed the British equivalent of Microsoft founder Bill Gates.However, he later became embroiled in a long-running legal dispute which resulted in him being controversially extradited to the US, before being acquitted earlier this summer.In a statement on Friday, a spokesperson for the Lynch family said it was a time of ""unspeakable grief"" for them.“The Lynch family is devastated, in shock and is being comforted and supported by family and friends. Their thoughts are with everyone affected by the tragedy,"" they said.Andrew Kanter, a close friend and colleague of Mr Lynch, said he was “the most brilliant mind and caring person I have ever known.”“Over nearly a quarter century I had the privilege of working beside someone unrivalled in their understanding of technology and business,” he said.Former Sun newspaper editor David Yelland said Mr Lynch was ""an irreplaceable loss not only to those that loved him but also to the country"".""He is the UK's greatest tech entrepreneur of recent decades, a family man, a long-time client of my business and a friend,"" he said.""To think Mike Lynch lost his life just as he began to rebuild it is devastating for all those that know him.""Morgan Stanley International bank chairman Jonathan Bloomer, his wife Judy Bloomer, Clifford Chance lawyer Chris Morvillo, his wife Neda Morvillo and Recaldo Thomas, the yacht's chef, also died when the vessel sank.In a statement confirming their parents' deaths, the Bloomer family described the couple as ""incredible people and an inspiration to many"".Mr Lynch is survived by his wife Angela Bacares, who was rescued, along with 14 others, after the yacht sank, as well as their elder daughter Esme. Mike Lynch and Angela Barcares lived at the Loudham Hall estate in Suffolk.Brent Hoberman, co-founder of Lastminute.com, described the events as ""tragic"", saying Mr Lynch had much more to give to the UK tech scene.""He was still on his journey, and he’d been sidetracked for a decade with this court case,"" he told the BBC.""I think there was a lot of unfulfilled potential.""IT analyst Richard Holway said in a post on LinkedIn that Mr Lynch - a friend of more than 25 years - was ""a unique British tech talent"". ""Goodness knows what he could have achieved next,"" he added.Mr Lynch co-founded tech firm Autonomy in 1996, which expanded rapidly and was sold to Hewlett Packard for $11bn (£8.6bn) in 2011, from which he is believed to have netted £500m.But questions over the sale of Autonomy led to a long-running legal battle.In 2022, Mr Lynch lost a civil fraud case against HP at the High Court in London.A day later, he was extradited to the US as part of criminal proceedings, and was facing a possible two decades in jail.He was acquitted in June this year after a jury found him not guilty of the crimes.He told BBC Radio 4 that though he was convinced of his innocence, he was only able to prove it in a US court because he was rich enough to pay the enormous legal fees involved.Mr Lynch is reported to have gone on the yacht trip with his family to celebrate securing his freedom.Its name, Bayesian, is understood to derive from the theory that his PhD thesis - and the software that underpinned Autonomy - was based on.Witnesses say its aluminium mast broke in half in a storm, causing the ship to lose its balance and sink.Dick Smith, a neighbour of Mr Lynch, told the BBC he was ""reeling from the shock of the news"".""He was so approachable and a very easy person to talk to with a nice sense of humour,"" he said.""You might think with all that money he would be difficult to talk to, but in fact he was a very easy person to talk to.""Born on 16 June 1965, Mr Lynch was the son of a nurse and a fireman, and was raised near Chelmsford in Essex.His first computer was a BBC Micro, and he wrote fondly of how it shaped his passion for programming in a 2011 BBC article celebrating 30 years of the device.While at school his ""first foray into commercialisation of technology"" came when designing a digital sampler that could sample music, then selling the designs, according to a 2017 interview.He continued the hobby while studying Natural Sciences at the University of Cambridge - where he said he annoyed his college by getting ""solder in the carpets"" of his room.While at Cambridge he earned a PhD in mathematical computing, and later undertook a research fellowship.In 1991, Mr Lynch helped establish Cambridge Neurodynamics - a firm which specialised in using computer-based detection and recognition of fingerprints.His tech firm Autonomy was created five years later, using a statistical method known as ""Bayesian inference"" at the core of its software.The company's fast-paced growth and success throughout the late 1990s and early 2000s saw Mr Lynch earn a number of awards and accolades.In 2006 he was awarded an OBE in recognition of his service to UK enterprise.He served on the board of the BBC as a non-executive director, and in 2011 was appointed to the government's council for science and technology - advising then-Prime Minister David Cameron on the risks and possibilities of AI development.Following the sale of Autonomy, Mr Lynch established tech firm Invoke Capital, which helped create prominent UK cybersecurity firm Darktrace in 2013. Lynch had a seat on its board until earlier this year.Reacting to the news on Thursday, a spokesperson for Darktrace said that they were shocked by the tragedy, describing Mr Lynch as an ""active champion"" of the UK's technology sector.""His loss will be felt by many,"" they added."
21,5 days ago,UK to spend £10.5m on new EU border checks,Travellers from the UK and other non-EU countries will soon have to go through a new digital border system.,Stoke & Staffordshire,https://ichef.bbci.co.uk/news/480/cpsprodpb/45fd/live/cb802730-6466-11ef-b2e6-ff1dccf4865c.jpg.webp,https://www.bbc.com/news/articles/c4gz9n06rxdo,"The government is to provide £10.5m worth of funding to prepare for new EU border checks this autumn.The Port of Dover, Eurotunnel at Folkestone and Eurostar at St Pancras will receive financial aid to help reduce queues for travellers.From the autumn, travellers from the UK and other non-EU countries will have to go through a new digital border system called the Entry/Exit System (EES), which is being brought in by the EU.This will involve having your photograph and fingerprints taken.The government money will be spent on providing ports with the necessary technology to complete these checks.The scheme applies to British people and other non-EU nationals entering a European country using the EES for a short stay.They will need to register fingerprints and a photo with their passport details to proceed with travel.Every time those travellers enter or exit a participating European country, this will be recorded. Once they have given their fingerprints and details, that registration will be valid for three years.During that time it must be validated every time someone crosses the border. This will replace passport-stamping.In most cases the EES checks will happen when you arrive at an international airport but if you're travelling via the Port of Dover or an international train then the checks will take place in the UK.The technology that ports will use to take biometric data of travellers has not yet been confirmed.It was previously suggested that a gadget similar to an iPad could be used to take fingerprints. The EES was originally meant to begin in 2022 but it has faced many setbacks.It had previously been rescheduled for May 2023, then the end of 2023, and now is expected to come into force in November 2024.Lilian Greenwood, Future of Roads Minister, said the government had been reviewing the EES plans to ensure ""registration can be smooth and queue times kept to a minimum"".""Nobody wants to see excessive queues at our ports, which is why we’re providing this funding to ensure our borders are as prepared as possible for the upcoming change – despite EES being an EU initiative,"" she added.Eurostar chief safety and stations officer Simon Lejeune said the government had supported an upgrade of its technology and facilities to meet the requirements. “Eurostar will be fully prepared and compliant by November, ensuring a smooth transition for all our passengers,"" he added.Emma Ward, chief operations officer for the Port of Dover, said the port was doing all it could to be ""ready with the facilities that will be used by French border officials operating the new system"".Each port is set to receive £3.5m of the funding, which is the first of its kind aimed at preventing EES-related delays.The government money will be used by Dover to help pay for a marina to be filled in, in order to provide extra space for coach passengers to be processed. Eurostar and Eurotunnel will use their share to pay for technology and staff training. Eurotunnel will add more kiosks if needed.All three have already invested tens of millions of pounds of their own money on preparing for the new system.Getlink, which manages Eurotunnel, started work two years ago to adapt to EES changes.""The focus has always been on customer satisfaction, delivering the most competitive crossing time and experience at the border for non-EU travellers,"" Yann Leriche, chief executive of Getlink, said."
22,23-Aug-24,Families 'struggling' without internet due to bills,The North East has the highest number of residents without internet in their own home in England.,Technology,https://ichef.bbci.co.uk/news/480/cpsprodpb/916a/live/ab4304a0-5fda-11ef-8b3a-855e585a4dd6.png.webp,https://www.bbc.com/news/articles/c74jzz19783o,"Families are facing ""significant problems"" because they do not have regular access to internet-enabled devices or technology at home, a charity boss has warned.Lee Nicholson, who runs the Building Blocks Community Interest Charity in Washington, Sunderland, said he had seen a rise in those relying on help to get online, including benefit claimants.""We find a lot of people are being sanctioned because they don't have access to the internet,"" he said.The government said it was ""unacceptable"" some had a ""lack of access to good connectivity"" and that it was tackling digital exclusion, while Universal Credit claimants could seek support at Jobcentres.Sunderland Council has set up drop-off points for people to donate unwanted phones, tablets and PCs, and is redistributing the devices to people most in need.It comes as digital exclusion is affecting north-east England more than any other part of the country, according to figures from the Office for National Statistics.They show the region has the highest amount (11.1%) of residents in England who do not use the internet, or have regular access, compared to London which has the lowest (4.9%).Experts have previously warned of the impact a lack of access to internet and technology has on the region, saying there needs to be a ""significant intervention"".""We get people in on a daily basis popping in, even to connect to wi-fi, to do their Universal Credit claims or a job search,"" Mr Nicholson told the BBC.""If you can’t access Universal Credit to do your job searches, or [read] any messages, or if you miss anything, it's quite easy to be sanctioned now.""Others require technology to help pay bills on time and to avoid incurring additional fees, as well as to assist their children with their schoolwork.Mr Nicholson said it was common for people from all backgrounds to cancel their phone and broadband services first when struggling to make ends meet.""You don't see it as essential, food and warmth comes first before than anything - we see a lot of that.""Mr Nicholson's charity is part of a national databank, which allows his team to distribute free sim cards, loaded with minutes, texts and data. ""People are saying the relief they are getting is massive. It means they can go out and buy food or get the bus instead of walking four or five miles to be somewhere.""The Building Blocks Day Centre in Concord is one of more than 20 of the council's technology drop-off points.It is holding sessions from August to October for residents to donate items, which will be erased of data and then refurbished by Sunderland-based tech firm, Born Good.Resident David Cartwright said he wanted to do his bit for those who ""cannot afford brand new stuff"" by donating several items, which he hopes can be used by other parents to help their children access resources online for their homework. Alison Smith, the Labour-led council's corporate services and equalities portfolio holder, said there was ""a great deal of digital poverty across Sunderland"" which the council was trying to tackle.She said: ""One in three of our residents do not have access to good digital tech and they need it for all sort of things including health, to access services.""It's really important the council supports that and provides the equipment they need.""Ms Smith added those who were in need of digital devices to take home should contact the council directly, or visit its headquarters at City Hall.A government spokesperson said a lack of access to technology was ""holding back communities and entrenching inequalities"".""This is unacceptable to this government and why we have made tackling digital exclusion in every corner of the country a priority.""They said the government was was working ""closely"" with charities and councils ""at pace to improve lives by maximising the potential of science and technology for everyone"".Addressing concerns over Universal Credit, it said that Jobcentres continued to provide help for claimants who had ""limited digital access"", and they could seek support from their work coach. Follow BBC Sunderland on X, Facebook, Nextdoor and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk."
23,15-Aug-24,Plans to regenerate historic pottery site approved,The council backs plans to turn the former potbank into a creative technology hub.,Kent,https://ichef.bbci.co.uk/news/480/cpsprodpb/aa88/live/cfa8f370-5b1d-11ef-861f-2b8366403252.jpg.webp,https://www.bbc.com/news/articles/c4gz8lp29reo,"Plans to turn a section of the former Spode site in Stoke-on-Trent into a creative technology hub have been approved.Buildings at the historic potbank could be brought back into use as bases for start-up firms, art studios, a theatre and a museum.Stoke-on-Trent City Council plans to use £10m of levelling up funding on the first phase of the project, which would include the refurbishment of 12 buildings along with demolition and infrastructure work.The 10-acre site, a key part of the city’s regeneration, has long been the subject of frustration among residents keen to see it regenerated.According to the plan, drawn up by consultants from developer Mace, the aim of the first phase will be to bring a cluster of buildings in close proximity back into use “to establish a hub of activity”.During a meeting on Tuesday, members of the council’s cabinet said the approach would align with previous regeneration work at Spode.Councillor Finlay Gordon-McCusker, cabinet member for regeneration, described it as a “fantastic development plan”.“It’s an example of real collaboration with partners and residents across the city, across all of our industries,” he said.Councillors approved the phase one proposals in principle and delegated authority to council officers to implement the scheme.The Spode factory closed in 2008 and the council has been working to regenerate the area since 2016.The authority carried out repairs to some of the historic buildings and a Spode museum was also opened in 2012.Previous plans for the rest of the site included homes and leisure facilities.This news was gathered by the Local Democracy Reporting Service which covers councils and other public service organisations.Follow BBC Stoke & Staffordshire on Facebook, X and Instagram. Send your story ideas to: newsonline.westmidlands@bbc.co.uk"
24,17-Aug-24,Sunderland 5G mast plans approved,"An existing mast in the Pallion area will be made bigger, and 5G technology added.",Technology,https://ichef.bbci.co.uk/news/480/cpsprodpb/a4f9/live/8118b750-5bdf-11ef-824d-3d48c279d1e3.png.webp,https://www.bbc.com/news/articles/c0k4xepdy8do,"Plans for a 20m-high (66ft) mast and ""5G mobile base station"" have been approved.Sunderland City Council’s planning department backed an application for a site near Pallion New Road.It will be housed near industrial units and the Sunderland LGV Driver Training centre off Lisburn Terrace, and adjacent to the green space alongside homes in Corning Road.The plans from Cellnex UK Limited, submitted earlier this year, aim to upgrade the existing telecoms infrastructure at the site, including increasing the size of the mast and installing new equipment.A covering letter submitted with the application said it had been made ""on behalf of EE Ltd and Hutchison 3G UK Ltd with Mobile Broadband Network Limited"", and aimed to create a ""5G mobile base station"".A planning statement confirmed this would include the replacement of existing equipment to ""facilitate 5G technology and enable improved service provision"".It added it was based in a ""commercial area with a high demand for mobile network services"".Those behind the scheme added the ""least visually intrusive solution"" of upgrading the existing site had been put forward and would ""eliminate the need to introduce additional base stations within the cell search area"".After considering the application, Sunderland City Council's planning department approved it on Friday, the Local Democracy Reporting Service said.In a decision report, council planners said the site would be partially screened by existing trees and there would be a ""negligible"" impact on the visual amenity of the area.It was also argued the ""industrial backdrop further legitimises the acceptability of siting the replacement and additional apparatus at this established telecommunications compound"".Follow BBC Sunderland on X (formerly Twitter), Facebook and Instagram. Send your story ideas to northeastandcumbria@bbc.co.uk"
25,4 days ago,Klarna: AI lets us cut thousands of jobs - but pay more,"The firm wants to reduce staff levels to 2,000 works through its use of AI in marketing and customer service.",Technology,https://ichef.bbci.co.uk/news/480/cpsprodpb/c63a/live/fd13e7f0-651a-11ef-be1a-47dbeb9bfccf.jpg.webp,https://www.bbc.com/news/articles/c80e1gp9m9zo,"The buy now, pay later firm Klarna is seeking to get rid of almost half its employees in the coming years through efficiencies it says arise out of its investment in artificial intelligence (AI).The firm has already cut its workforce from 5,000 to 3,800 in the past year, and wants to reduce that to 2,000 employees by using AI in marketing and customer service.Boss Sebastian Siemiatkowski told the BBC the job cuts would mean Klarna could pay its remaining workers more.But he said the government needed to think about what to do about AI, which he predicted would have ""a dramatic impact"" on jobs and society.""I think politicians already today should consider whether there are other alternatives of how they could support people that may be effective,"" he told the Today programme, on BBC Radio 4.He said it was ""too simplistic"" to simply say new jobs would be created in the future.""I mean, maybe you can become an influencer, but it's hard to do so if you are 55-years-old,"" he said.The recent proliferation of AI has put its benefits and risks under the spotlight.Earlier this year, the International Monetary Fund (IMF) said it believed AI would impact nearly 40% of all jobs, and it would ""likely worsen overall inequality"".In other sectors, such as the games industry, developers have warned they are already losing work to AI.Klarna - which is based in Sweden, and has two UK offices - disclosed its job-cutting plans as it announced interim results which showed it increased its revenue by 27% to 13.3 billion Swedish krona (£990 million).""Our proven scale efficiencies have been enhanced by our investment in AI, which has driven down operating expenses and improved gross profits,"" it said.It comes as unions have warned of mass job losses amid the growth of AI and are calling for legislation to protect workers.Mr Siemiatkowski  said Klarna would reduce its headcount through what he called ""natural attrition"" - effectively a hiring freeze, where staff aren't replaced after they leave.Typically this means the people that remain are left with an increased workload.But Mr Siemiatkowski contended that AI would be replacing this work, and even claimed it was a potential ""positive development"" for some individuals who may be paid more.While he said it was ""critical"" for government to consider what to do about those who lost their jobs, he suggested there was no ""stopping progress"" for firms like his.""It's important that Europe and democracies are ahead in the evolution of AI,"" he said.Klarna is understood to be shrinking its workforce ahead of a listing on the stock exchange, which has recently been dominated by firms heavily investing in AI, such as Nvidia and Microsoft.This means Klarna being seen as a big proponent of the tech may make its stock more appealing to investors when it does eventually go public."
26,22-Aug-24,Kent pupils celebrate GCSE success,Students in Kent have been joining others across the country in receiving their GCSE results.,Technology,https://ichef.bbci.co.uk/news/480/cpsprodpb/9975/live/a9b12220-606b-11ef-89d9-cf0afdbdfcb1.jpg.webp,https://www.bbc.com/news/articles/cn4974nv34ko,"Students in Kent have been receiving their GCSE results, as the pass rate has fallen again nationally.Many were queuing outside Northfleet Technology College early on Thursday.Steven Galliers, the college's head, said he was ""pleased overall"" with 2024's results.The pass rate across England, Wales and Northern Ireland has fallen for a third year running, with 67.6% of all grades at 4/C and above, down from 67.8% in 2023.Among the Northfleet students was Liam who got the grades he needed to go to grammar school in the hope of studying medicine.“It was kind of settled in the summer, but I am still chilled and feeling happy with myself,” he said.Meanwhile Kenzie is happy with his passes in science, PE, maths and music.He said: “Some results were better than others, but I am pleased overall. ""During lockdown I just got on with school and the work.”Head teacher Steven Galliers said: “There are some great results and some we would have liked to have been better but as a non-selective school we celebrate every grade from one to nine.“Take Kenzie, he is a talented skier and takes part in our music productions so today is about much more than just the results.""Follow BBC Kent on Facebook, on X, and on Instagram. Send your story ideas to southeasttoday@bbc.co.uk or WhatsApp us on 08081 002250."
27,20-Aug-24,"Drone swarms could stop wildfires, researchers say",UK researchers hope swarms of up to 30 aircraft using AI could put out flames before they spread.,Technology,https://ichef.bbci.co.uk/news/480/cpsprodpb/47ec/live/5c9ed1e0-5e58-11ef-b43e-6916dcba5cbf.jpg.webp,https://www.bbc.com/news/articles/cg3e4pw294po,"Drones could soon be working together in swarms to put out flames before they become wildfires, UK researchers hope.A team of firefighters, scientists and engineers are working on a project they say will allow swarms of up to 30 autonomous planes to spot and extinguish fires by working collectively using artificial intelligence.Drones piloted by people are already used in firefighting, for example to detect hidden blazes and assess safety risks.The research is still in the test phase and has not been used on a wildfire, but the team claims it is the first to combine unpiloted drone technology with swarm engineering in the field of firefighting.The drones that researchers want to eventually use for firefighting are large twin-engined aircraft with a wingspan of 9.5m (31ft) and large water-carrying capacity.The BBC was invited to an airfield in Cornwall to watch a small-scale swarm trial using one of these along with two smaller test drones. A fire was lit in a bin and the aircraft worked together autonomously to spot it, according to researchers.The team hope the large drones' lifting power will allow them to carry water or retardant as options for putting out a blaze. In this early test the drones only descended towards the bin to mimic approaching the fire.The drones are already designed to fly without any intervention from remote pilots, even handling changes in flight conditions themselves.The next stage - swarm engineering - is about making many robots work together in real world applications, says Prof Sabine Hauert from the University of Bristol, one of the project partners.“When you look at birds and ants and bees, they can do beautiful, complex behaviours by co-ordinating and so we take inspiration from that to co-ordinate large numbers of robots,” she said.AI drones working individually and together in swarms open up the possibility of monitoring huge areas the size of the state of California, and detecting and responding to remote fires more quickly, she says.Similar to how a flock of birds can fly in a co-ordinated manner, a swarm can adapt to changes, so the drones can be deployed long-term, with no gaps in coverage if some have to drop out to refuel, researchers say.The twin-engine drones were developed by UK company Windracers, whose aircraft are also being tested in Antarctica to help experts forecast the impacts of climate change.While any real-world use of the technology would need to be approved by regulators, Nickolay Jelev, from Windracer says that the primary aim of the drone swarms would be to prevent fires from turning into infernos.He added that there would be scope to deter ""malicious fire starters"" too.“When you have 20 or 30 [drones] patrolling the skies it would act as a deterrent for people looking to start a fire."" Most wildfires in the UK are started by human activities, such as using barbecues in the open, the careless disposal of smoking materials or deliberate fires that then grow larger, according to the National Fire Chief’s Council (NFCC).But because of climate change the UK is seeing longer periods of dry, warm weather, creating the conditions for small fires to become much larger incidents, it says. The NFCC says that since 2021 there have been over 1,500 wildfires in England and Wales, according to new data from National Resilience, which coordinates the response to significant, serious or catastrophic incidents.If a swarm of drones can do the work at lower cost with no deaths, that would be a big win, said Prof Stefan Doerr, the head of Swansea University's Centre for Wildfire Research, who is independent from the project.But he’s not certain the technology is there yet, with questions remaining about the amount of water or retardant the drones would need to carry to be effective.“Fundamentally it is an exciting technology and will in the future for sure be part of the solution, but only part of the solution,” he said.The best part of the solution, he thinks, will be preventative: managing the landscape so that fires don’t become extreme in the first place."
